pid,lat,lon,euclidean_distance
p1475204,41.38829242,-74.92382695,3.9701003416497795
p382406,30.80203871,-81.56139953,7.699178084177084
p1473056,41.38985756,-75.76560267,4.945178595192157
p440415,41.39017416,-72.67567306,9.524568201710663
p189272,41.39137811,-124.0658139,8.540019634540283
p1477117,41.39157877,-78.26403699,5.95653202831762
p1476059,41.39162782,-78.15332197,4.528347415775131
p1552033,30.80232855,-99.94810587,8.663783236434405
p166241,41.39295664,-121.0698063,12.676566716773937
p157831,41.39362996,-123.0879419,4.50862059743615
p152745,41.39400007,-123.5291566,8.771991989084906
p1489275,41.39400452,-77.5425589,9.06386715342415
p1679753,41.39445489,-71.68387534,7.6259903137316725
p1474310,41.3950212,-76.93231309,7.319488733925457
p1679878,41.39590856,-71.72271857,7.329989827073535
p160072,41.3964927,-123.5977197,4.6679254988325765
p440733,41.39709468,-72.20945621,8.70182364073271
p166829,41.3973979,-123.2573209,9.578561243420772
p1488242,41.39741574,-75.61710569,4.642509665977187
p1472937,41.39751384,-74.88942945,3.992573820211694
p101322,30.80253813,-86.31563065,8.128101222969908
p1791643,41.39822729,-106.2422474,6.7843912484827325
p163762,41.39863753,-123.0135418,3.8399128878633073
p1473426,41.39943125,-78.79695308,4.380693373404838
p1484940,41.39960516,-78.8466453,7.893277679818937
p1489234,41.39966312,-78.9036995,7.264066805341367
p440759,41.39973001,-73.2802246,9.247861271733079
p1489791,41.40009566,-77.50634654,3.1564891677665594
p1471074,41.4004613,-78.89826386,4.113888354911096
p1471046,41.40051927,-77.97762447,5.344856104011144
p1471063,41.40177228,-79.0021297,8.28345764924254
p1097194,41.4020755,-74.72310052,4.498107008579488
p1097948,41.40230737,-73.81684174,10.90720978334984
p1473206,41.40278449,-78.80768168,5.611909107480406
p1476385,41.40281125,-75.10545506,4.641615415227139
p166838,41.40292719,-123.4092157,7.224287492185349
p1471848,41.40299853,-80.15239049,5.685370225584789
p100666,30.80281905,-86.47257317,7.411630602799523
p440376,41.40361835,-73.20772408,7.631808568258686
p1471509,41.40375212,-77.61113096,6.563344183354691
p1476717,41.40552238,-78.94842874,4.235588242515676
p1791642,41.40640529,-106.3165806,6.134052254586791
p230585,41.40647663,-92.76024455,3.3045314154186545
p157868,41.40694484,-122.480541,6.936905788727777
p1476493,41.4072436,-78.3210689,7.6106827749373505
p1110155,41.40736399,-73.55430325,8.043918940831421
p1477348,41.4076137,-74.77265005,5.773605242078146
p1486505,41.40803732,-78.82278911,4.968319711748611
p1476374,41.40811312,-78.58332647,4.930669939435061
p440660,41.40897373,-72.39505291,7.490497430491088
p1474172,41.40958016,-76.541678,7.167970254673666
p1471095,41.40982096,-77.92411972,9.877089289533837
p102688,30.80338981,-87.33457537,6.571627175364661
p440332,41.41047644,-72.51937711,9.984679249359791
p1801726,41.41112747,-106.4349162,7.138314428516488
p1490353,41.41112747,-76.31004554,7.524627542518561
p1490332,41.41116315,-79.92045034,6.8387379937845445
p1489710,41.41117206,-75.77218431,3.718583030932157
p1749636,41.4112122,-111.9569243,11.299960407689348
p1476841,41.41149312,-78.91708572,6.145453276063505
p1801727,41.41196132,-106.1304042,5.802165011563902
p1475032,41.41217982,-74.99236334,4.007302874423581
p1484126,41.41244737,-76.62905854,6.2990241159024345
p440340,41.41259898,-72.91163977,8.228357557440063
p1471827,41.41276842,-77.35935228,5.029249436056409
p1474844,41.41294233,-77.05976757,6.295449856233029
p1479774,41.41328122,-78.76364805,6.678210275577769
p1487653,41.41334811,-76.1411883,7.398908918351211
p1791638,41.41340161,-106.5500458,14.517597607201607
p229419,41.41397684,-87.16341724,6.9277823166405375
p104972,30.80361277,-84.95458815,9.467524306517861
p1487056,41.41493109,-79.0391224,5.827648229297864
p1477231,41.41518971,-78.83598359,6.159896021097881
p1791645,41.41552415,-106.1372802,5.542749643293887
p1803680,41.41572035,-106.3143065,6.032387488562852
p1724867,41.41597897,-111.3045489,5.901453684346461
p1484931,41.41600573,-79.19004513,6.430632467077593
p164497,41.41601019,-122.9285469,4.757934134402411
p1495419,30.80386248,-100.3081872,4.338683804428552
p1397766,41.41693322,-81.07288272,6.915697782861074
p1474521,41.41799895,-78.09287886,4.677338344806096
p1491222,30.80450905,-95.80772798,12.942984970205186
p1474050,41.41851174,-79.01360296,7.733063235700184
p1738170,41.41875699,-111.4794705,8.145258749075671
p41079,41.41950166,-90.71667421,4.046513900386005
p1548357,30.80466512,-94.63746366,6.051787531454894
p1474794,41.42046929,-78.47644181,5.604412537617954
p440740,41.42185161,-72.33870325,7.62042571272493
p1791640,41.42305557,-106.4306043,6.701132415358479
p186270,41.42437546,-123.0264242,4.977244185169202
p1096581,41.42498636,-73.98097233,7.339033969521329
p440428,41.42588264,-72.29310448,9.586143403169235
p1488159,41.42633301,-77.97752192,3.2716346904989977
p1473434,41.42639989,-79.32293526,7.278694541576783
p1474473,41.43089467,-77.45269018,2.878777581340649
p186272,41.43119343,-122.5443106,10.534973759658522
p1474562,41.4329414,-79.11853007,6.872133497634161
p1488236,41.43315989,-75.23657938,5.115203267431229
p160366,41.43672271,-121.6389258,14.174986935321016
p1474284,41.43793113,-77.57449944,3.231366846378785
p189017,41.43804707,-123.409345,7.903996395584887
p1477203,41.43822989,-76.65625906,5.672658525332574
p1471108,41.43846176,-74.9533685,2.93062774606365
p1484088,41.43871147,-77.53428727,3.4287630918145298
p1473140,41.43962113,-76.14509001,6.173533027517928
p1475612,41.44018743,-79.26178761,7.190985976385893
p440803,41.44097224,-73.08376107,5.495214515382118
p1740069,41.44113722,-113.1617288,2.3702604906753257
p163235,41.44130221,-123.1363588,3.0322058418894735
p1109271,41.4416411,-73.9123646,7.5926258618993385
p189929,41.44177487,-121.4766012,6.598424585639554
p154238,41.44209147,-123.1956738,3.988100838729627
p1474375,41.44216282,-77.87972937,3.9695176669966687
p1808572,41.44351838,-109.2181846,2.0231557921246495
p440576,41.44374134,-72.22301633,10.077539522661294
p1476107,41.44375026,-78.98724968,8.185760976974525
p1491306,30.80620351,-95.6498981,6.369184497440324
p100024,26.85315691,-80.31173646,4.531518139536392
p166840,41.44517271,-122.2998761,10.409350258895188
p1475012,41.44586387,-77.78762664,4.517901868734427
p166910,41.44681366,-123.4589391,7.636554845040123
p1791037,41.44765197,-106.2527709,6.184375851714698
p1486448,41.44845015,-77.68098278,8.09370749745107
p440334,41.44946236,-72.33610805,8.677798569507274
p1791034,41.44987706,-106.4467552,8.73712453319831
p440418,41.44993949,-72.98853697,6.35866215884863
p1477120,41.45071983,-77.71550068,7.822199534342543
p1511833,30.80709979,-95.39738366,6.308046162686198
p1485406,41.45137532,-76.12926912,9.609207828847335
p440569,41.45200405,-72.929931,9.469132437974359
p1490331,41.45259711,-79.76059603,5.333337907327524
p1108681,41.4540374,-74.62063038,5.936046861990153
p1476162,41.45425144,-77.21659862,7.3273503093926
p1484113,41.45440305,-75.04840086,4.96849765100617
p1476704,41.45603954,-79.60231132,3.8364448473934667
p1489206,41.45622236,-77.47170379,3.3018025418888906
p1679771,41.4572435,-71.39505491,9.704824350894164
p1475055,41.45747983,-79.93917857,6.2832877621409295
p1474354,41.45763144,-77.3818529,4.9248252209364045
p1485453,41.45860352,-79.07645399,6.732501326464317
p1484399,41.45865703,-79.377314,4.120713453069296
p1805745,41.46000368,-106.2524587,6.492814230008755
p1476142,41.46051202,-77.9488276,5.051757429955719
p41017,41.46130574,-88.70330982,7.30475827517976
p1475639,41.4618007,-75.11612569,4.389008443911481
p1477359,41.46201919,-76.72846082,3.587021019551741
p1791400,41.46235363,-106.1381006,6.361529652941219
p1101326,41.46263009,-73.71259241999998,8.388298812791438
p1471360,41.46345056,-78.10678234,4.411011428258537
p440794,41.46352637,-72.49723767,6.981373410884336
p1741181,41.46374932,-111.4847501,5.51243758979779
p164484,41.46401241,-122.7798983,4.408452058865738
p1473214,41.46432009,-78.79633326,6.23725474212008
p220345,41.46449399,-85.1917499,5.97114516341487
p183443,41.46502017,-121.4001008,10.004426072031727
p1397599,41.46530555,-82.09901105,7.195071486628702
p1474985,41.46658977,-75.28484469,5.170886714417623
p162522,41.46715608,-123.9813585,7.075133431640334
p1473236,41.46817721,-79.23295952,8.182857285414503
p440409,41.46923402,-72.43375345,8.952143219036254
p1471014,41.46958183,-78.9355464,6.0516053543623185
p1476736,41.47107117,-78.3919686,8.027184995927062
p153691,41.47136993,-122.826701,11.561921045483775
p1476595,41.47223053,-76.99237272,10.104878261155513
p87604,30.80847765,-81.92280075,5.296201246887274
p412677,30.80888788,-84.24434699,7.388106161189693
p1402547,41.472507,-83.07658423,6.838085329522677
p1485436,41.47296183,-76.36611873,5.4406634201267865
p1476725,41.47307776,-77.16651845,4.2821876958026595
p398044,30.80929366,-83.3870536,3.3933134653381316
p440487,41.47436199,-72.61852522,8.51933563243579
p102098,30.8093873,-86.80424556,6.545907191751428
p1476588,41.47484803,-75.99963413,4.970580492293948
p231330,41.4760832,-90.79593473,5.499971216265316
p1808167,41.47620805,-106.1238271,12.504721574989086
p1182158,41.47635074,-119.881389,5.871115117541391
p1488186,41.47665396,-76.06263677,7.490811865279332
p165285,41.47856246,-121.6888811,5.694094291694139
p1472618,41.47867394,-79.19099046,5.002916842044474
p1477371,41.47882109,-76.88070791,7.054809341451086
p1486455,41.48006518,-77.9999289,8.959667076953389
p1488183,41.48055568,-76.53834259,5.417590387888341
p1483662,41.48068499,-76.59710462,7.582998651582029
p43727,41.4807385,-87.66279642,5.499281986647896
p1476572,41.48089903,-77.56509966,5.2467030496761895
p154156,41.48108185,-122.5364002,5.771506497042249
p1471488,41.4811086,-77.71880487,6.254943559520035
p440572,41.48120225,-73.31468453,8.088533980837491
p1490343,41.48205839,-78.55638012,3.803623641383272
p1483612,41.48208069,-77.3261186,7.2021672769102025
p230339,41.48241512,-94.48599692,6.238121537682679
p1476070,41.48278077,-79.44004017,3.4705777837250493
p1471859,41.48498802,-78.72171021,6.723993817259358
p1474855,41.48574161,-77.04807135,3.93503796120289
p156119,41.48791765,-123.7230071,2.6327181447200405
p1472953,41.48839478,-79.03057876,6.496083195104482
p154833,41.48864449,-123.670247,12.162037767757488
p440413,41.48929997,-72.96536302,9.327832927594352
p1110428,41.48935348,-74.58795855,8.212937143703392
p1473433,41.48962103,-79.24411619,4.856795920358691
p1807002,41.49048609,-110.677247,3.0047274166134357
p186697,41.49049055,-123.2149772,3.8075142662496373
p178526,41.49074918,-123.5476485,14.298554432038818
p1795941,41.49091417,-106.6117865,7.246721218457634
p1109400,41.49127981,-74.80556268,3.071317693973011
p220914,41.49142696,-85.18383054,6.714680897402648
p189150,41.49181045,-123.789849,11.848066488552483
p1489725,41.49258633,-78.95674051,5.49389517869721
p1474166,41.49334884,-76.48598829,7.445441881579765
p1476164,41.49362976,-77.88220863,3.6469092281348536
p188912,41.49406229,-123.4086048,9.36743864040347
p440795,41.49494965,-72.68694121,8.68410987752048
p190435,41.49515031,-122.2223769,8.05111298874505
p1473378,41.49535989,-79.02026486,6.8159915858126965
p1484100,41.49593066,-75.20866987,4.085312344472602
p1487007,41.49687599,-78.65596076,6.537187006040403
p1485405,41.49752702,-76.08061587,6.385283967101208
p1802985,41.49765633,-106.6146581,7.626508999357026
p219028,41.49786145,-85.16367986,6.279157099024918
p440654,41.49845897,-72.00192518,8.526912775605464
p1484600,41.50028274,-79.12675711,7.240393266711068
p1490432,41.50034517,-79.00525999,7.6041727084274475
p1108906,41.50071527,-74.72560208,3.084842031427135
p1473926,41.50099174,-77.54389217,2.5121744815895086
p1475031,41.50159817,-75.11411463,4.286625779628833
p1477140,41.50217786,-76.26976202,8.217997167099803
p1474466,41.50248108,-77.21399004,8.113621885105163
p1477320,41.50262823,-77.39084691,8.60729667694372
p1110393,41.50357356,-74.95121921,4.468947574202723
p166817,41.50385002,-121.6657874,14.239205435121564
p1810176,41.50409973,-106.2589378,6.314304662029583
p1488765,41.50468387,-75.00193257,3.5819895474170544
p1477135,41.50479981,-77.51087253,2.800963889754217
p1475306,41.50503168,-78.85581767,6.872603722834186
p1490435,41.50665925,-78.31542813,4.478490058285222
p1805326,41.50674398,-106.2019773,13.898860552122692
p1095286,41.50717205,-74.68472104,4.226432485981225
p1476512,41.50768039,-75.39063241,7.630864475519842
p1485455,41.50788997,-79.29935554,7.550139537067584
p1738088,41.50880854,-112.4921413,4.971612405904945
p1738048,41.5088888,-113.8094623,3.2949442862945557
p1474382,41.50926783,-79.23581781,4.084798235080692
p1679758,41.51003479,-71.64777446,7.336237990419371
p1485109,41.51235799,-77.98592286,3.882647414389049
p1395845,41.51244271,-84.20734983,7.48517484996003
p1471793,41.5127593,-77.81165227,5.82739731871318
p1099962,41.51292429,-74.62138843,3.4146248364377647
p1477405,41.51312941,-77.63983865,8.108939975745411
p1487100,41.51370463,-77.78314078,4.880765684116591
p1679958,41.51372693,-71.78959171,8.724276826650385
p1476734,41.51401231,-79.42735849,4.445195181917669
p1474865,41.51497994,-78.81841473,5.674565089714279
p186556,41.51541693,-124.0365532,8.557453408719816
p1182072,41.51542585,-114.1308074,3.537410788590738
p1490224,41.51556408,-77.6098289,6.426925023318373
p1487030,41.51600107,-77.95875356,4.555912348505234
p1473204,41.51646482,-79.28233961,6.147288267009939
p1485095,41.51654954,-78.85282116,8.350106461833766
p1097751,41.51671899,-73.77589382,7.192862125362653
p1474558,41.5168706,-76.93988464,7.823972850499577
p1484921,41.51759297,-79.36498013,3.7640153378212577
p1745336,41.51799875,-113.7561225,3.4066698132344997
p1471211,41.51802996,-78.07199689,4.876757910391894
p1482358,41.51869883,-79.35742641,3.9953324087106297
p1475319,41.51926067,-75.57009339,4.130846768208322
p1679834,41.5200321,-71.58985074,6.390702448696325
p1099303,41.52004993,-73.92027505,7.850870569115399
p154832,41.5211112,-123.8531058,4.805659896456439
p1396450,41.52128956,-81.58200504,5.779984995501537
p227830,41.52178452,-87.323004,8.38091278211234
p1475824,41.52211004,-75.67823105,7.172843105381687
p1474750,41.52227057,-78.39572317,3.9281397400598994
p1477364,41.52304199,-79.29888733,4.364460706133274
p1475193,41.52345669,-78.81315745,6.082739068083704
p1485912,41.52585568,-77.45901319,5.17381789510119
p1484137,41.52606526,-77.60369318,6.773183536206258
p1473157,41.52637294,-75.05816629,6.196723875226985
p440323,41.52644429,-73.33928985,7.2982058977650235
p440568,41.52797376,-73.07239036,9.682732506723447
p440736,41.52812983,-72.1264322,11.020153064329644
p42880,41.52818779,-90.18794076,5.2356560838885065
p1486525,41.52933378,-78.3002003,4.374577737801348
p1477367,41.5295389,-77.72119941,6.5172027883324475
p1474353,41.53017209,-77.17034882,7.011471755593717
p1679902,41.53027019,-71.4523499,7.793727619229932
p1405146,41.53118431,-83.26369257,6.5295132133761715
p1472948,41.53153212,-77.22905289,7.236441476121413
p232068,41.53160347,-93.91618177,5.21712214234008
p1487091,41.53163914,-78.60848917,10.27174623369132
p165150,41.53327563,-121.8922696,11.255921585596262
p1483636,41.53499684,-77.26920263,8.420062964403554
p1809565,41.53522871,-111.0269788,3.1222072881323166
p156118,41.53597784,-123.6014119,7.461413050317033
p186561,41.536669,-123.7096699,4.993523107891313
p1473901,41.53693209,-76.90258426,6.852407652793026
p155339,41.53715951,-120.3218991,7.810672074134298
p1679760,41.54001779,-71.45483362,9.122998839262499
p1489281,41.54040127,-77.94731596,6.980086698499127
p1795666,41.54089177,-106.2090093,7.8571430974566026
p232891,41.5413466,-94.31574398,5.336791659521217
p1110134,41.54150267,-74.54588247,5.112881583844671
p1474115,41.541739,-79.46244716,3.836326780428406
p154215,41.54175238,-123.8610475,10.712310781136066
p1795665,41.54222058,-106.2533952,5.566942320108441
p182554,41.5428404,-123.2051405,3.8614666317236335
p1474399,41.54353602,-79.4294944,4.951733923144828
p1474524,41.54392842,-78.8667068,8.44784664776069
p1471234,41.54403544,-79.04445548,13.301237425321288
p1750053,41.54419151,-111.5881566,15.73332407849424
p160071,41.54557383,-123.6691099,4.47198095618048
p186557,41.54591718,-122.0911143,8.595668008330877
p1108918,41.54739314,-74.72510712,4.133014134932401
p1476594,41.54785243,-76.94129372,4.301950385348313
p1801717,41.54786581,-106.2596022,6.1858251457812745
p1490307,41.54837414,-75.30848239,7.646321286840178
p1471472,41.54865061,-76.84088814,7.7488873309035915
p1097875,41.54898504,-73.71087566,7.3011761837978755
p1471800,41.54906085,-78.51629726,6.283391681850858
p1396151,41.54930164,-81.06141391,7.68360680897142
p1485087,41.54935069,-78.34425176,4.246361104990742
p1795664,41.55048776,-106.3195058,18.352849760439646
p227073,41.55066612,-85.46429462,4.956177913966761
p1476491,41.55071963,-78.06195945,3.2944687947448537
p1098555,41.55095596,-74.60280735,5.061483654607141
p154960,41.55110757,-123.9253477,1.1493574617507758
p1742071,41.55182995,-111.6649245,13.685605870763268
p1471238,41.55191021,-75.90454826,13.111547663426245
p1489735,41.55249881,-78.95483201,14.773377254950068
p1475449,41.55261029,-79.23542986,7.0513780573452935
p1679840,41.55277528,-71.78499884,9.294265221171019
p1484175,41.55357792,-79.253186,4.049909574310891
p1742070,41.55398815,-111.9584448,8.604492891841472
p1490420,41.55502712,-79.53703454,7.5577643662351175
p1476666,41.55503158,-77.51622791,5.544229393971381
p1679796,41.55518319,-71.6938994,9.64621603386478
p1476361,41.5554329,-77.82061061,3.5238591710560927
p1101298,41.55575842,-74.24540594,6.373500692021067
p440578,41.55581192,-71.96059378,6.640304944219984
p1107336,41.55625338,-74.51680913,3.5000296901776835
p1793356,41.55724776,-110.5750221,2.8265738342553495
p1474454,41.55799243,-79.11122606,5.652466677186906
p1476108,41.55812174,-78.55579598,5.659502171732232
p1474410,41.55858994,-77.88105818,6.761533193103974
p1471508,41.55957987,-77.67838312,8.275581176952338
p1471047,41.5608195,-79.38259803,7.277942631483704
p1485476,41.56108704,-76.88201443,6.682613894325031
p1474910,41.56134567,-78.7908129,6.027623327507153
p154837,41.56181387,-123.493136,6.925336566849403
p1473894,41.56198332,-77.572912,6.3135953048203595
p1489199,41.56215723,-77.32483438,8.574626485346114
p440613,41.56301783,-72.86411021,8.828733370302364
p1749561,41.56312039,-114.0056761,4.555136078168933
p1163947,41.56397208,-114.1842453,3.2487672437863218
p1679907,41.56401667,-71.76524948,8.161631140349385
p163360,41.56512699,-120.7152632,3.777718769758165
p155136,41.56523401,-121.1774891,4.3423844732673835
p1477340,41.56602773,-75.9549807,11.515004003244867
p1484919,41.56685712,-75.28724369,14.00481782726877
p1490345,41.56780245,-79.42942305,6.6769790194998855
p185434,41.56783366,-122.0740761,5.398498546885115
p1471062,41.56785596,-78.97421126,6.280721656257976
p1480867,41.56856049,-78.74854954,4.201492194416562
p1475597,41.56967527,-79.35840295,4.581524270507819
p1474559,41.56972878,-78.66544973,7.365628412004737
p1490244,41.57057155,-77.72818682,6.232065138132374
p159792,41.57081234,-124.0920557,3.3265004917510512
p1476733,41.57157039,-78.84300222,5.113560302970153
p1471459,41.57301514,-79.39924832,6.8305782194437406
p440425,41.57322026,-71.86140553,4.855251535320826
p232470,41.57375981,-94.33431614,4.875826464638022
p1484208,41.57440192,-78.11781861,7.597759192655432
p1098604,41.57487904,-74.57729238,5.67427448522783
p1476950,41.57666714,-78.83852082,6.558103774197724
p265376,41.57692577,-95.88987354,6.60457201391399
p1473999,41.57746532,-76.73711148,5.953644198479541
p169275,41.57750545,-121.5702958,12.570383407702648
p1474539,41.57772841,-75.06317832,4.321107151908188
p1475826,41.57828134,-77.45668999,3.2067097992773497
p1476565,41.57982418,-79.07861666,5.524705830779936
p1484418,41.58031469,-79.64166735,5.319075461945404
p1473796,41.58196901,-78.18679199,6.703516698810641
p1483561,41.58229899,-78.27507773,7.459214625801371
p161623,41.58246397,-121.1029419,9.729077607173325
p1471808,41.58254869,-77.6231081,5.346245966718352
p1471543,41.58275827,-79.00855972,6.846706939939144
p163199,41.58276719,-121.4946561,7.701160353974878
p1489243,41.58309716,-79.17872793,6.149523038077338
p1484937,41.58332458,-77.9229336,7.635534100813641
p1494499,26.86095142,-98.80104671,0.7659455204297396
p1679116,41.5834316,-71.49949597,4.490770220024803
p1486436,41.58398007,-79.13658497,6.64968832806111
p440731,41.58418073,-72.3090859,10.060103496703745
p1474722,41.58583059,-77.20034073,6.480374866465803
p1472673,41.58612043,-76.78980914,7.416707019115063
p1481265,41.58641919,-79.29530221,13.211318507933061
p467970,41.58653513,-70.99746808,4.227284913473681
p1472962,41.5887736,-76.96626914,8.461900522443518
p157103,41.58901885,-121.6915075,6.89304159572606
p162556,41.58905006,-123.7994316,5.423245095518496
p1679756,41.58925072,-71.18570457,6.786575078742181
p1471768,41.58943801,-76.6859433,9.503297688536362
p164495,41.58953165,-123.1490985,7.889365373654736
p440408,41.5903655,-72.54711717,5.079418988876555
p154937,41.5906375,-122.712878,3.594802812694059
p1484148,41.59121719,-78.81659542,5.602877384832662
p1679951,41.59150703,-71.5703823,4.3873924970716445
p1482377,41.59155608,-78.26957074,4.385110631747401
p1474451,41.59170769,-75.36212092,7.072899197327979
p265908,41.59173444,-90.96228149,4.859161544026275
p1474056,41.59217143,-80.45109229,6.050412736827719
p162188,41.59359389,-121.8926175,9.548879789126637
p1748425,41.59416019,-111.718407,12.17338781772689
p1679832,41.59442774,-71.64795728,8.495541401696146
p1474329,41.59539091,-77.34925241,5.777754075926952
p153669,41.59643434,-123.2106608,4.054044157073887
p1807763,41.59686687,-110.6999037,3.188726817013378
p1742069,41.596907,-111.4810446,15.044111799852587
p1475427,41.59806637,-78.68640305,7.3317171400491
p1679929,41.5981823,-71.58862894,8.45696550632237
p1474088,41.59880212,-79.2729309,4.940339552416187
p1474941,41.5991098,-79.52665821,4.790020920850112
p1474478,41.5991098,-76.29105422,7.171833120828284
p1471232,41.59919006,-78.5205557,5.991841536092076
p1487637,41.59975191,-75.60750525,7.874250266073042
p1799683,41.59997932,-110.7019415,3.3474961639752445
p1480424,41.60287774,-79.01849906,4.6891602541100506
p164543,41.60360903,-121.5500649,8.489146627180908
p1679799,41.60411291,-71.46444744,9.802362066292531
p1473432,41.60512512,-78.97832256,10.212368100889519
p1679965,41.60537929,-71.68800447,3.225059139530063
p1484576,41.60543726,-78.8240332,7.366484966165134
p1487649,41.60692214,-77.17440214,8.226988288706108
p1484120,41.6070024,-76.21657386,5.971817018803555
p1489296,41.60703808,-76.82273514,8.405483778257887
p1476703,41.60726103,-79.40866148,2.192767719768814
p1474723,41.60727887,-77.30442953,6.719680781123902
p1486434,41.60778721,-78.75166199,5.373662351043174
p1474920,41.60804138,-79.37528065,11.96147125940445
p1471599,41.60877267,-78.96908776,17.069215571371377
p440395,41.60900454,-73.45292559,7.9420250496710985
p1472952,41.60907143,-78.74847373,6.506900261107352
p1394231,41.60953072,-83.92201196,9.725069855988634
p1164738,41.60974921,-114.1827738,2.392052067838714
p1483581,41.60994095,-78.12426201,7.139290200486685
p1474741,41.60994987,-75.18335109,9.431245923122976
p1399094,41.61012823,-80.65334373,6.852352204762525
p184031,41.61017728,-123.8442679,4.179410803945804
p440484,41.61033781,-72.54286319,7.774428617150127
p102701,30.81000266,-85.6465024,9.025042129407353
p1679118,41.6112118,-71.58284103,6.731632895267355
p1490409,41.6126833,-78.9514208,17.07636824513791
p1490396,41.61345918,-77.81123312,9.528355692548162
p440705,41.61443573,-73.33855856,8.503745612843515
p1472978,41.61478354,-77.41073896,3.4749912404221086
p1489730,41.61478354,-78.92488915,5.581680799250211
p1185108,41.61494852,-114.3626316,2.503772374555005
p1473788,41.61556834,-77.68681974,7.427594958799771
p1110739,41.61561293,-74.51148496,7.0491655941448945
p1475437,41.61663852,-77.494958,7.69055355996953
p1473988,41.61671433,-79.16172984,4.227725352075791
p1476688,41.61734306,-79.2238585,10.847337654280107
p1472907,41.6186585,-79.19257344,7.662462575443535
p158915,41.6188101,-120.2524531,5.905110853053698
p1484927,41.61975543,-78.23318002,7.47906249606966
p1476455,41.62124031,-77.83751506,7.433485723206089
p1475455,41.62181108,-78.3019126,5.878616199582935
p156352,41.62245319,-120.5132659,4.269987847893853
p440543,41.62313989,-73.2255471,5.861191559519437
p1471526,41.62353229,-77.07573115,7.386427386584909
p99935,26.86466139,-80.45152482,8.637950665905906
p1473708,41.62435277,-78.55347278,5.537104560484968
p221523,41.62478976,-86.96917433,4.062752777668374
p1483924,41.62520891,-76.68225562,6.055434132488104
p1679847,41.62568604,-71.73111506,8.271258102419877
p1474719,41.62667596,-77.83033591,8.038855118332362
p1488741,41.62763467,-79.10728422,6.742346797239798
p1490238,41.6277729,-78.40537712,6.72099374316307
p1488828,41.62800031,-78.85608522,9.015219167875683
p1748721,41.62927561,-111.4024217,5.494180400573558
p1485422,41.6293425,-76.50376672,6.337664617365395
p158863,41.62949857,-121.5017772,15.190318277919921
p440625,41.62982854,-73.46254833,7.6857828874516665
p1096486,41.63088089,-74.4097149,6.208167503239468
p440423,41.63182622,-71.94099157,7.639061167234285
p1475595,41.63215619,-78.88087336,5.059266474841654
p1110925,41.63216511,-73.61749763,8.597021297945842
p1471723,41.63272696,-79.1541137,6.590475071708271
p1480842,41.63348055,-77.7450779,7.345565593725888
p1679764,41.63369012,-71.78359868,6.156776630999636
p1476373,41.63423859,-78.63690257,5.327395258519804
p162171,41.63429656,-123.3299819,2.7703499604817567
p1489241,41.63463991,-79.19929331,6.4771517287856675
p154089,41.63515271,-123.2276054,6.172532877960108
p1510587,30.81241503,-99.1317604,4.018905523478254
p1489771,41.63567442,-75.08090771,8.199434639081803
p1474319,41.63615155,-78.35466822,7.347717158286383
p1486478,41.63620952,-78.0582361,7.047505799355262
p186404,41.6372797,-123.8634242,2.890144513799989
p1745592,41.63753833,-112.0210863,16.05400330000093
p1474866,41.63771669,-78.86992181,5.9801450463790315
p1484405,41.63775682,-80.11957596,4.637676106956052
p1485366,41.63795303,-77.62716589,7.371572367545321
p1486435,41.63807342,-78.91224314,5.102696417631095
p164496,41.6388493,-123.1907108,9.359570908081345
p188848,41.63889835,-123.2611691,4.334453020665909
p1496330,30.81397126,-101.7513039,3.585428025356581
p1476129,41.63945128,-80.08104487,6.373798003985703
p154427,41.63981247,-122.0901333,12.108623328484443
p154132,41.63991503,-123.7326031,11.964019715923023
p1516147,30.81425218,-99.74247442,3.206964150050739
p1476505,41.64106994,-80.25026775,5.465394508422117
p1103243,41.64111899,-74.34785379,5.084420060235759
p1108280,41.64130627,-74.85530395,8.24239101610863
p1475071,41.6417388,-76.58010653,8.255774184627983
p1745996,41.64195284,-111.6647328,9.795341985526276
p154219,41.64197068,-123.4033876,6.895584390840027
p1519822,30.81448852,-96.70815871,5.421181248856769
p1723959,41.64228281,-111.1205441,10.518849496434724
p1475191,41.64321922,-79.09790673,5.911481053758392
p185821,41.64330395,-121.5730961,10.695678078942798
p61124,30.81452419,-88.05455966,4.376153258695796
p1394300,41.64369635,-84.36925087,5.252239285816853
p1490364,41.64448115,-77.2416989,8.41014375747634
p1749590,41.64535067,-111.4223048,12.748880611574412
p1488666,41.64537743,-76.32616964,7.295058764594268
p1471533,41.64552012,-75.13543805,8.219582218630146
p1476357,41.64589914,-79.52285014,7.21338223971692
p154523,41.64608643,-122.9287253,4.993670555605262
p186712,41.64608643,-123.0642552,7.641424003803906
p440316,41.64624695,-73.10001449,3.9311587799105094
p440531,41.64739294,-73.49691908,5.37096870833402
p402759,30.81488538,-83.1899435,7.841604963341208
p1481903,41.64895363,-78.58801298,6.035556358670501
p1679729,41.64910524,-71.61950822,4.594134488856428
p440617,41.64936832,-72.42554424,8.696433610168821
p440827,41.64948872,-72.00741434,9.808660716510012
p101833,26.86989192,-81.75936578,6.959951215357084
p1099395,41.65118318,-73.69331572,6.292239405563988
p1476106,41.65182975,-77.96381464,8.355183270785348
p212084,41.65382743,-87.0172479,8.073964921685892
p389488,30.8150459,-83.79311272,6.922390395016841
